"ID";"global_id";"FullName";"ShortName";"INN";"OKPO";"AdmArea";"District";"Address";"Category";"Specialization";"OKVED";"OKVED_Description";"ID_en";"FullName_en";"ShortName_en";"INN_en";"OKPO_en";"AdmArea_en";"District_en";"Address_en";"Category_en";"Specialization_en";"OKVED_en";"OKVED_Description_en";"geodata_center";"geoarea";
"575";"1093008279";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕЛЬТПЛАСТ""
";"ООО ""ВЕЛЬТПЛАСТ""
";"7721141963";"46804910";"Юго-Восточный административный округ";"Нижегородский район";"109202, Москва,  2-я Фрезерная д.3А";"Производство строительных материалов
";"Производство строительных материалов
";"68.20";"Аренда и управление собственным или арендованным недвижимым имуществом";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"576";"1093008538";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ""НАУКА-СЕРВИС""
";"ЗАО ""НПЦ ""НАУКА-СЕРВИС""
";"7707031729";"29033150";"Юго-Восточный административный округ";"Рязанский район";"109428, город Москва, Рязанский проспект, дом 6, корпус 2
";"Производство оружия и боеприпасов
";"Производство оружия и боеприпасов
";"95.12";"Ремонт коммуникационного оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"577";"1093008832";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ПРОМЫШЛЕННЫХ ТЕХНОЛОГИЙ И АЭРОНАВИГАЦИОННЫХ СИСТЕМ""
";"АО ""НТЦ ПРОМТЕХАЭРО""
";"7709827690";"17658241";"Центральный административный округ";"Басманный район";"Сыромятнический пр., д. 6, стр. 1
";"Производство оружия и боеприпасов
";"Производство оружия и боеприпасов
";"72.12";"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"578";"1093048211";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЛАВКОФЕ""
";"ООО ""СЛАВКОФЕ""
";"7706514177";"71330600";"Новомосковский административный округ";"поселение Щербинка";"г. Щербинка, ул. Восточная, д. 17
";"Пищевая промышленность
";"Пищевая промышленность
";"10.83";"Производство чая и кофе";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"579";"1093048221";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ПРОЕКТИРОВАНИЯ ОБУВИ СПЕЦИАЛЬНОГО НАЗНАЧЕНИЯ ""ОРТОМОДА""
";"ООО ""ЦПОСН ""ОРТОМОДА""
";"7718195662";"29186793";"Юго-Восточный административный округ";"район Печатники";"109316, город Москва, Волгоградский проспект, дом 42 корпус 5, офис I
";"Медицинская промышленность
";"Медицинская промышленность
";"88.10";"Предоставление социальных услуг без обеспечения проживания престарелым и инвалидам";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"580";"1093048228";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭСТРАЛИН ПАУЭР СИСТЕМС""
";"ООО ""ЭСТРАЛИН ПС""
";"7722702869";"64423873";"Юго-Восточный административный округ";"район Лефортово";"111024, Москва, 2-я Кабельная ул., д.2, стр. 24
";"Производство строительных материалов
";"Производство строительных материалов
";"46.69";"Торговля оптовая прочими машинами и оборудованием";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"581";"1093048240";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНЕТНЫЙ ДВОР УНИВЕРС""
";"ООО ""МОНЕТНЫЙ ДВОР УНИВЕРС""
";"7735123795";"14267741";"Зеленоградский административный округ";"район Матушкино";"Москва г, Зеленоград г, 4801-й проезд, дом № 7, строение 3
";"Пищевая промышленность
";"Пищевая промышленность
";"10.82";"Производство какао, шоколада и сахаристых кондитерских изделий";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"582";"1093052712";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КСБ""
";"ООО ""КСБ""
";"7714605974";"77969148";"Новомосковский административный округ";"поселение Сосенское";"108814, город Москва, поселение Сосенское, деревня Николо-Хованское, владение 1035 строение 1
";"Микроэлектроника
";"Микроэлектроника
";"46.90";"Торговля оптовая неспециализированная";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"583";"1093052746";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ""ЗАРЯ""
";"ФГУП ""НТЦ""ЗАРЯ""
";"7710030179";"11390122";"Центральный административный округ";"Пресненский район";"г. Москва, 2-ая Брестская ул., д.9, стр.1
";"Ракетно-космическая промышленность
";"Ракетно-космическая промышленность
";"74.90.9";"Деятельность в области защиты
информации";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"584";"1097797466";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВАНТ""
";"ООО ""КВАНТ""
";"7735153253";"2898057";"Зеленоградский административный округ";"район Матушкино";"г.Москва, г.Зеленоград, проезд 4801, влд. 7, стр. 1-8
";"Приборостроение и электроника
";"";"26.40.2";"Производство телевизионных приемников, включая видеомониторы и видеопроекторы";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"585";"1097798065";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РФК""
";"АО ""РФК""
";"7743652182";"81531713";"Северный административный округ";"Головинский район";"125438, г. Москва, ул. Войкова, д. 6 стр. 22
";"Фармацевтическая промышленность
";"";"26.20";"Производство лекарственных препаратов и материалов, применяемых в медицинских целях";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"586";"1097798783";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР БЕЗОПАСНОСТИ ИНФОРМАЦИИ ""МАСКОМ""
";"ООО ""ЦБИ ""МАСКОМ""
";"7729098893";"39580108";"Западный административный округ";"Можайский район";"Горбунова 2, стр 5.
";"Приборостроение и электроника
";"";"26.30.17";"Производство радио- и телевизионной передающей аппаратуры";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"587";"1097798873";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""НАУЧНО ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ПРОМЫШЛЕННЫЕ УПРАВЛЯЮЩИЕ СИСТЕМЫ И КОМПЛЕКСЫ""
";"ООО ""НПО ПУСК""
";"7733115407";"56676815";"Восточный административный округ";"район Соколиная Гора";"ул. Вольная, дом 35
";"Приборостроение и электроника
";"";"26.20";"Производство компьютеров и периферийного оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"588";"1097798990";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕКОР""
";"ООО ""ТЕЛЕКОР""
";"7701801442";"88363779";"Северный административный округ";"район Беговой";"127015, г. Москва, ул. Правды, д. 23
";"Приборостроение и электроника
";"";"26.20";"Производство компьютеров и периферийного оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"589";"1097799125";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОВЕРХОЛ-ПРО""
";"ООО ""ОВЕРХОЛ-ПРО""
";"7719740173";"64539050";"Восточный административный округ";"район Измайлово";"105264, г. Москва, ул. Первомайская Верхн., д. 43";"Автомобильная промышленность
";"";"30.30.5";"Производство частей и принадлежностей летательных и космических аппаратов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"590";"1097799353";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИС ЛТД""
";"ООО ""РАДИС ЛТД""
";"7735047992";"17291266";"Зеленоградский административный округ";"район Старое Крюково";"124498, г. Москва, г. Зеленоград, проспект Георгиевский, д. 5 стр. 1";"Приборостроение и электроника
";"";"26.30";"Производство коммуникационного оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"591";"1097803241";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМЕГА""
";"ООО ""АМЕГА""
";"7719479145";"28787295";"Восточный административный округ";"район Соколиная Гора";"107023, г. Москва, пер. Мажоров, д. 14 стр. 14 
";"Производство строительных материалов
";"";"22.23";"Производство пластмассовых изделий, используемых в строительстве";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"592";"1097803491";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМОТЕКА""
";"ООО ""ДОМОТЕКА""
";"5074024767";"70402131";"Троицкий административный округ";"поселение Краснопахорское";"108828, г. Москва, Краснопахорское поселение, с. Красная Пахра, шоссе Калужское, д. 7
";"Деревообрабатывающая
";"";"31.0";"Производство мебели";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"593";"1097803566";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКС МОРЭ""
";"ООО ""ЭКС МОРЭ""
";"7701217660";"51160834";"Северо-Восточный административный округ";"район Марфино";"127106, г. Москва, Гостиничный проезд, д. 6, корпус 2
";"Производство строительных материалов
";"";"23.64";"Производство сухих бетонных смесей";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"594";"1097803813";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУППА КОМПАНИЙ ""ИРА-ПРОМ""
";"ООО ""ГК ""ИРА-ПРОМ""
";"7718982290";"31744823";"Западный административный округ";"район Крылатское";"121609, г. Москва, шоссе Рублёвское, д. 28 корп. 2
";"Кабельная промышленность
";"";"31.01";"Производство мебели для офисов и предприятий торговли";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"595";"1097803843";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САНТИ""
";"ООО ""САНТИ""
";"7702371288";"70473881";"Северо-Западный административный округ";"район Щукино";"г. Москва, ул. Берзарина, д. 36 стр. 2
";"Пищевая промышленность
";"";"10.83";"Производство чая и кофе";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"596";"1097803874";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛЬНЫЕ ТЕХНОЛОГИИ И МАШИНОСТРОЕНИЕ""
";"АО ""СПЕЦТЕХМАШ""
";"7714957616";"5519578";"Северный административный округ";"район Аэропорт";"125319, г. Москва, ул. 8 Марта 4-Я, д. 3
";"Производство оружия и боеприпасов
";"";"25.40";"Производство оружия и боеприпасов";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"597";"1097804150";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИОТЕХНИКА""
";"ООО ""РАДИОТЕХНИКА""
";"7717667009";"64575809";"Новомосковский административный округ";"поселение Десеновское";"108818, ГОРОД МОСКВА, УЛИЦА 4-Я ВАТУТИНСКАЯ, ДОМ 7, СТРОЕНИЕ 25, ОФИС 84";"Приборостроение и электроника
";"";"26.30.17";"Производство радио- и телевизионной передающей аппаратуры";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"598";"1097804187";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАЗМА-Т""
";"ООО ""ПЛАЗМА-Т""
";"7727635430";"84048808";"Восточный административный округ";"район Новогиреево";"113396, ул. Фрязевская, д.10
";"Приборостроение и электроника
";"";"27.12";"Производство электрической распределительной и регулирующей аппаратуры";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"599";"1097804211";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ""НИИ МИКРОПРИБОРОВ""
";"АО ""НПЦ ""НИИМП""
";"7735126901";"70283175";"Зеленоградский административный округ";"район Старое Крюково";"124498, г. Москва, г. Зеленоград, проспект Георгиевский, д. 5 стр. 1
";"Микроэлектроника
";"";"26.11.2";"Производство диодов, транзисторов и прочих полупроводниковых приборов, включая светоизлучающие диоды, пьезоэлектрические приборы и их части";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"600";"1097804240";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСТРА ПРЕСТИЖ""
";"ООО ""АСТРА ПРЕСТИЖ""
";"7743062183";"59099436";"Северный административный округ";"Молжаниновский район";"141411, г. Москва, шоссе Ленинградское, д. 300 корп. 3
";"Химическая промышленность
";"";"22.22";"Производство пластмассовых изделий для упаковывания товаров";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"601";"1121877385";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ
ОТВЕТСТВЕННОСТЬЮ
«ПЕРВЕНСТВОТОРГ»";"ООО «ПЕРВЕНСТВОТОРГ»
";"7710692327";"83145144";"Западный административный округ";"район Проспект Вернадского";"119415, ГОРОД МОСКВА, ПР-КТ ВЕРНАДСКОГО, Д. 39";"Операции с недвижимым имуществом";"Аренда";"68.20";"Аренда и управление собственным
или арендованным недвижимым
имуществом
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"602";"1139375699";"ФЕДЕРАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНЫЙ ИНСТИТУТ АВИАЦИОННОГО МОТОРОСТРОЕНИЯ ИМЕНИ П.И. БАРАНОВА""
";"ФАУ ""ЦИАМ ИМ. П.И. БАРАНОВА""";"7722497881";"47368486";"Юго-Восточный административный округ";"район Лефортово";"111116, г.Москва, вн.тер.г. муниципальный округ Лефортово, ул Авиамоторная, д. 2";"Научные исследования и разработки";"Научная деятельность";"72.19";"Научные исследования и разработки в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"603";"1139375740";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЦИТО""";"ФГУП ""ЦИТО""";"7713059338";"01894927";"Северный административный округ";"район Коптево";"127299, г. Москва, вн. тер. г. муниципальный округ Коптево, ул. Приорова, д. 10, стр. 7";"Медицинская промышленность";"";"32.50";"Производство медицинских инструментов и оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"604";"1269886782";"Закрытое акционерное общество «Агентство промышленного развития и инвестиций»";"ЗАО «АГЕНТСТВО ПРОМЫШЛЕННОГО
РАЗВИТИЯ И ИНВЕСТИЦИЙ»";"7707177929";"46851045";"Восточный административный округ";"район Гольяново";"107497, г. Москва, ул. Бирюсинка, д. 6";"Операции с недвижимым имуществом  ";"";"68.20";"Аренда и управление собственнымили арендованным недвижимым
имуществом";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"605";"2362997143";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВЕРДЬ""";"ООО ""ТВЕРДЬ""";"7716764151";"26924121";"Северо-Восточный административный округ";"район Свиблово";"129343, МОСКВА ГОРОД, ПРОЕЗД СЕРЕБРЯКОВА, ДОМ 6, СТРОЕНИЕ 3";"Пищевая промышленность";"";"10.72";"Производство сухарей, печенья и прочих сухарных хлебобулочных изделий, производство мучных кондитерских изделий, тортов, пирожных, пирогов и бисквитов, предназначенных для длительного хранения";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"606";"2381760504";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНЫЙ ЦЕНТР НАУКИ И
ВЫСОКИХ ТЕХНОЛОГИЙ"" СПЕЦИАЛЬНОЕ НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЭЛЕРОН""";"АО ""ФЦНИВТ ""СНПО ""ЭЛЕРОН""";"7724313681";"08633489";"Южный административный округ";"район Орехово-Борисово Северное";"115563, г. Москва, ул. Генерала Белова, д. 14";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"607";"2381760562";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР
ОНКОЛОГИИ ИМЕНИ Н.Н. БЛОХИНА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ
РОССИЙСКОЙ ФЕДЕРАЦИИ";"ФГБУ ""НМИЦ ОНКОЛОГИИ ИМ. Н.Н. БЛОХИНА"" МИНЗДРАВА РОССИИ";"773005940889";"01897624";"Южный административный округ";"район Москворечье-Сабурово";"115478, г. Москва, Каширское ш., д. 24 стр. 18";"Фармацевтическая промышленность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"608";"2381760582";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ РАДИОТЕХНИКИ""";"АО ""ВНИИРТ""";"7701315700";"07505269";"Центральный административный округ";"Басманный район";"105082, г. Москва, ул. Большая Почтовая, д. 22";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"609";"2381761037";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН ""АВТОМАТИКА""";"АО ""КОНЦЕРН ""АВТОМАТИКА""";"7715906332";"07507794";"Северо-Восточный административный округ";"район Марфино";"127106, г. Москва, ул. Ботаническая, д. 25";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"610";"2381763242";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ПРИБОРОСТРОЕНИЯ""";"АО ""ГОСНИИП""";"7717693545";"07536614";"Северо-Восточный административный округ";"район Ростокино";"129226, г. Москва, пр-кт Мира, д. 125";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"611";"2381764000";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ""АТЛАС""";"АО ""НТЦ ""АТЛАС""";"9715389053";"45487034";"Северо-Восточный административный округ";"район Марьина Роща";"127018, г. Москва, ул. Образцова, д. 38";"Радиоэлектроника и приборостроение";"";"74.90.9";"Деятельность в области защитыинформации";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"612";"2381764175";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ
ОБЩЕСТВО ""РАДИОФИЗИКА""";"ПАО ""РАДИОФИЗИКА""";"7733022671";"07522061";"Северо-Западный административный округ";"район Северное Тушино";"125480, г. Москва, ул. Героев Панфиловцев, д. 10";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"613";"2381764385";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ РАДИОТЕХНИЧЕСКИЙ ИНСТИТУТ ИМЕНИ АКАДЕМИКА А.И. БЕРГА""";"АО ""ЦНИРТИ ИМ. АКАДЕМИКА А.И. БЕРГА""";"9701039940";"11487465";"Центральный административный округ";"Басманный район";"107078, г. Москва, ул. Новая Басманная, д.  20 стр.  9";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"614";"2381787032";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН РАДИОСТРОЕНИЯ ""ВЕГА""";"АО ""КОНЦЕРН ""ВЕГА""";"7730170167";"11498983";"Западный административный округ";"район Дорогомилово";"121170, г. Москва, Кутузовский пр-кт, д. 34";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"615";"2381787094";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ СИСТЕМ СВЯЗИ И УПРАВЛЕНИЯ""";"АО ""НИИССУ""";"7728804257";"11487123";"Юго-Западный административный округ";"Обручевский район";"117630, г. Москва, ш. Старокалужское, д. 58";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"616";"2381787448";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ТОРИЙ""";"АО ""НПП ""ТОРИЙ""";"7728328640";"07615221";"Юго-Западный административный округ";"район Коньково";"117393, г. Москва, ул. Обручева, д. 52";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"617";"2381787467";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ НАУЧНЫЙ ЦЕНТР ИССЛЕДОВАНИЙ И РАЗРАБОТКИ ИММУНОБИОЛОГИЧЕСКИХ
ПРЕПАРАТОВ ИМ. М.П. ЧУМАКОВА РАН"" (ИНСТИТУТ ПОЛИОМИЕЛИТА)";"ФГАНУ ""ФНЦИРИП ИМ. М.П. ЧУМАКОВА РАН"" (ИНСТИТУТ ПОЛИОМИЕЛИТА)";"7751023847";"01895045";"Новомосковский административный округ";"поселение Московский";"142782, г. Москва, пос. Института Полиомиелита";"Фармацевтическая промышленность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"618";"2381791936";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НПО ""ОРИОН""";"АО ""НПО ""ОРИОН""";"7720770380";"11508629";"Восточный административный округ";"район Вешняки";"111538, г. Москва, ул. Косинская, д. 9";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки в области естественных и технических наук прочие
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"619";"2381791955";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МНИТИ""";"ЗАО ""МНИТИ""";"7701024429";"17379156";"Центральный административный округ";"Басманный район";"105094, г. Москва, ул. Гольяновская, д. 7А стр.1";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"620";"2381791964";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДНК-ТЕХНОЛОГИЯ ТС""";"ООО ""ДНК-ТЕХНОЛОГИЯ ТС""";"7713668153";"89545560";"Юго-Западный административный округ";"район Черёмушки";"117246, г. Москва, Научный пр-д, д. 20 стр. 2";"Медицинская промышленность";"";"32.50";"Производство медицинских
инструментов и оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"621";"2381861419";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ РОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ РАДИО ИМЕНИ М.И. КРИВОШЕЕВА""";"ФГУП НИИР";"7709025230";"01181481";"Центральный административный округ";"Басманный район";"105005, г. Москва, ул. Казакова, д. 16";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"622";"2381861454";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ПРИБОРОСТРОЕНИЯ""";"АО ""СНИИП""";"7734592593";"08625024";"Северо-Западный административный округ";"район Щукино";"123060, г. Москва, ул. Расплетина, д. 5 стр. 2, 10, 12";"Радиоэлектроника и приборостроение";"";"80.20";"Деятельность систем обеспечения
безопасности";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"623";"2381861618";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО - ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР
ЭЛЕКТРОННОЙ ВЫЧИСЛИТЕЛЬНОЙ ТЕХНИКИ""";"АО ""НИЦЭВТ""";"7726019325";"07516468";"Южный административный округ";"район Чертаново Центральное";"117587, г. Москва, Варшавское ш., д. 125";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"624";"2381862110";"АКЦИОНЕРНОЕ ОБЩЕСТВО НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ""МОДУЛЬ""";"АО НТЦ ""МОДУЛЬ""";"7714009178";"20592913";"Северный административный округ";"район Аэропорт";"125167, г. Москва, 4-я ул. Восьмого Марта, д. 3";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"625";"2381862494";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРН М""";"ООО ""ФИРН М""";"7751147024";"32411957";"Новомосковский административный округ";"поселение Кокошкино";"143390, г. Москва, п. Кокошкино, ул. Дзержинского, д. 4";"Фармацевтическая промышленность";"";"21.20";"Производство лекарственныхпрепаратов и материалов, применяемых в медицинских целях";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"626";"2381862992";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ
ОБЩЕСТВО «МЕЖГОСУДАРСТВЕННАЯ АКЦИОНЕРНАЯ КОРПОРАЦИЯ «ВЫМПЕЛ»";"ПАО «МАК «ВЫМПЕЛ»";"7714041693";"07520665";"Северо-Западный административный округ";"район Северное Тушино";"125480, г. Москва, ул. Героев Панфиловцев, д. 10 корп. 1";"Радиоэлектроника и приборостроение";"";"62.01";"Разработка компьютерного программного обеспечения";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
